,twt_id,street_id,x,y,next_x,next_y,st_flag,user_id,year,month,day
0,10204798,33196,2.3718248,48.8933553,2.3718248,48.8933553,0,25405612,2012,4,14
1,10204799,33196,2.3718248,48.8933553,2.3590488,48.8759316,0,25405612,2012,4,14
2,8035575,6417,2.3590488,48.8759316,2.3829561,48.847012,0,25405612,2012,6,2
3,9287245,3020,2.3829561,48.847012,2.3719365,48.8972727,0,25405612,2012,6,25
4,10202770,56294,2.3719365,48.8972727,2.3596773,48.8762622,0,25405612,2012,7,4
5,8035543,58455,2.3596773,48.8762622,2.371819,48.8935336,0,25405612,2012,7,10
6,10204690,33196,2.371819,48.8935336,2.3845245,48.8964123,0,25405612,2012,7,31
7,9401948,55775,2.3845245,48.8964123,2.3845245,48.8964123,0,25405612,2012,8,29
8,9401949,55775,2.3845245,48.8964123,2.3845245,48.8964123,0,25405612,2012,8,29
9,9401950,55775,2.3845245,48.8964123,2.3717693,48.8988473,0,25405612,2012,8,29
10,10195846,52493,2.3717693,48.8988473,2.3717657,48.8988762,0,25405612,2012,8,31
11,10195847,52493,2.3717657,48.8988762,2.3716916,48.8988713,0,25405612,2012,8,31
12,10195848,52493,2.3716916,48.8988713,2.3716916,48.8988713,0,25405612,2012,8,31
13,10195849,52493,2.3716916,48.8988713,2.3717109,48.8988558,0,25405612,2012,8,31
14,10195850,52493,2.3717109,48.8988558,2.3717109,48.8988558,0,25405612,2012,8,31
15,10195851,52493,2.3717109,48.8988558,2.3714424,48.8988566,0,25405612,2012,8,31
16,10195845,52493,2.3714424,48.8988566,2.3716698,48.8988469,0,25405612,2012,9,2
17,10195844,52493,2.3716698,48.8988469,2.3706084,48.9011619,0,25405612,2012,9,3
18,10193273,29585,2.3706084,48.9011619,2.3594,48.8762117,0,25405612,2012,9,4
19,8035493,58457,2.3594,48.8762117,2.3714103,48.8865634,0,25405612,2012,9,5
20,10235403,46090,2.3714103,48.8865634,2.3717191,48.8988543,0,25405612,2012,9,5
21,10195843,52493,2.3717191,48.8988543,2.3716205,48.8988288,0,25405612,2012,9,9
22,10195842,36148,2.3716205,48.8988288,2.371595,48.898898,0,25405612,2012,9,12
23,10195840,52493,2.371595,48.898898,2.371595,48.898898,0,25405612,2012,9,14
24,10195841,52493,2.371595,48.898898,2.3528693,48.8842647,0,25405612,2012,9,14
25,6692454,21940,2.3528693,48.8842647,2.3713908,48.8867623,0,25405612,2012,9,18
26,10233153,46090,2.3713908,48.8867623,2.3534894,48.8477922,0,25405612,2012,9,19
27,7563231,10786,2.3534894,48.8477922,2.3716399,48.8936409,0,25405612,2012,9,24
28,10204666,33196,2.3716399,48.8936409,2.3716368,48.8988247,0,25405612,2012,9,24
29,10195839,36148,2.3716368,48.8988247,2.3714285,48.8869606,0,25405612,2012,10,4
30,10233085,46089,2.3714285,48.8869606,2.3714285,48.8869606,0,25405612,2012,10,4
31,10233086,46089,2.3714285,48.8869606,2.371933,48.8972875,0,25405612,2012,10,4
32,10202762,56294,2.371933,48.8972875,2.371933,48.8972875,0,25405612,2012,10,5
33,10202763,56294,2.371933,48.8972875,2.4043483,48.8483517,0,25405612,2012,10,5
34,5294184,51870,2.4043483,48.8483517,2.371933,48.8972875,0,25405612,2012,10,6
35,10202761,56294,2.371933,48.8972875,2.3527218,48.8626029,0,25405612,2012,10,7
36,6722875,44890,2.3527218,48.8626029,2.371611,48.8988583,0,25405612,2012,10,8
37,10195836,52493,2.371611,48.8988583,2.3717937,48.8988523,0,25405612,2012,10,8
38,10195837,52493,2.3717937,48.8988523,2.3705923,48.8991229,0,25405612,2012,10,8
39,10195838,52494,2.3705923,48.8991229,2.3719294,48.8972823,0,25405612,2012,10,8
40,10202759,56294,2.3719294,48.8972823,2.3804122,48.8945271,0,25405612,2012,10,8
41,6118925,21199,2.3804122,48.8945271,2.3719294,48.8972823,0,25405612,2012,10,9
42,10202752,56294,2.3719294,48.8972823,2.3719294,48.8972823,0,25405612,2012,10,9
43,10202753,56294,2.3719294,48.8972823,2.3719294,48.8972823,0,25405612,2012,10,9
44,10202754,56294,2.3719294,48.8972823,2.3719294,48.8972823,0,25405612,2012,10,9
45,10202755,56294,2.3719294,48.8972823,2.3719294,48.8972823,0,25405612,2012,10,9
46,10202756,56294,2.3719294,48.8972823,2.3719294,48.8972823,0,25405612,2012,10,9
47,10202757,56294,2.3719294,48.8972823,2.3719294,48.8972823,0,25405612,2012,10,9
48,10202758,56294,2.3719294,48.8972823,2.4030589,48.8598089,0,25405612,2012,10,9
49,5205450,56730,2.4030589,48.8598089,2.4044452,48.8419738,0,25405612,2012,10,10
50,5297051,26899,2.4044452,48.8419738,2.3927609,48.8394742,0,25405612,2012,10,10
51,6272715,57876,2.3927609,48.8394742,2.3927609,48.8394742,0,25405612,2012,10,10
52,6272716,57876,2.3927609,48.8394742,2.371928,48.8972815,0,25405612,2012,10,10
53,10202751,56294,2.371928,48.8972815,2.4044073,48.8765232,0,25405612,2012,10,11
54,5259986,22438,2.4044073,48.8765232,2.3952209,48.8416943,0,25405612,2012,10,12
55,6457075,2990,2.3952209,48.8416943,2.3639229,48.8724159,0,25405612,2012,10,12
56,8405390,20120,2.3639229,48.8724159,2.3694086,48.8839721,0,25405612,2012,10,12
57,10094125,59695,2.3694086,48.8839721,2.3591675,48.8761415,0,25405612,2012,10,12
58,8035416,6413,2.3591675,48.8761415,2.3804659,48.8945407,0,25405612,2012,10,13
59,6118918,21199,2.3804659,48.8945407,2.3708763,48.9010478,0,25405612,2012,10,15
60,10193423,29586,2.3708763,48.9010478,2.3719278,48.8972867,0,25405612,2012,10,15
61,10202746,56294,2.3719278,48.8972867,2.3713363,48.8989335,0,25405612,2012,10,15
62,10195830,52493,2.3713363,48.8989335,2.3713588,48.8989468,0,25405612,2012,10,16
63,10195831,52493,2.3713588,48.8989468,2.3713508,48.8989533,0,25405612,2012,10,16
64,10195832,52493,2.3713508,48.8989533,2.371346,48.898912,0,25405612,2012,10,16
65,10195833,52493,2.371346,48.898912,2.3713047,48.8989356,0,25405612,2012,10,16
66,10195834,52493,2.3713047,48.8989356,2.3719221,48.8972859,0,25405612,2012,10,16
67,10202738,56294,2.3719221,48.8972859,2.3719221,48.8972859,0,25405612,2012,10,16
68,10202739,56294,2.3719221,48.8972859,2.3719221,48.8972859,0,25405612,2012,10,16
69,10202740,56294,2.3719221,48.8972859,2.3719221,48.8972859,0,25405612,2012,10,16
70,10202741,56294,2.3719221,48.8972859,2.3719221,48.8972859,0,25405612,2012,10,16
71,10202742,56294,2.3719221,48.8972859,2.3719221,48.8972859,0,25405612,2012,10,16
72,10202743,56294,2.3719221,48.8972859,2.3719221,48.8972859,0,25405612,2012,10,16
73,10202744,56294,2.3719221,48.8972859,2.3719221,48.8972859,0,25405612,2012,10,16
74,10202745,56294,2.3719221,48.8972859,2.3719167,48.8972835,0,25405612,2012,10,16
75,10202735,56294,2.3719167,48.8972835,2.3719167,48.8972835,0,25405612,2012,10,18
76,10202736,56294,2.3719167,48.8972835,2.3719197,48.8972833,0,25405612,2012,10,18
77,10202734,56294,2.3719197,48.8972833,2.3719186,48.8972843,0,25405612,2012,10,19
78,10202731,56294,2.3719186,48.8972843,2.3719186,48.8972843,0,25405612,2012,10,20
79,10202732,56294,2.3719186,48.8972843,2.3719186,48.8972843,0,25405612,2012,10,20
80,10202733,56294,2.3719186,48.8972843,2.3713692,48.8989707,0,25405612,2012,10,20
81,10195826,52493,2.3713692,48.8989707,2.3714787,48.8989618,0,25405612,2012,10,21
82,10195827,52493,2.3714787,48.8989618,2.3714345,48.8989417,0,25405612,2012,10,21
83,10195828,52493,2.3714345,48.8989417,2.3714841,48.8990021,0,25405612,2012,10,21
84,10195829,52493,2.3714841,48.8990021,2.3590747,48.876103,0,25405612,2012,10,21
85,8035401,43883,2.3590747,48.876103,2.3590416,48.8760726,0,25405612,2012,10,22
86,8035402,43883,2.3590416,48.8760726,2.371902,48.8972768,0,25405612,2012,10,22
87,10202729,56294,2.371902,48.8972768,2.3707206,48.9010112,0,25405612,2012,10,22
88,10193419,29585,2.3707206,48.9010112,2.3707206,48.9010112,0,25405612,2012,10,23
89,10193420,29585,2.3707206,48.9010112,2.3719031,48.8972796,0,25405612,2012,10,23
90,10202727,56294,2.3719031,48.8972796,2.3719063,48.8972792,0,25405612,2012,10,23
91,10202719,56294,2.3719063,48.8972792,2.3719063,48.8972792,0,25405612,2012,10,24
92,10202720,56294,2.3719063,48.8972792,2.3719063,48.8972792,0,25405612,2012,10,24
93,10202722,56294,2.3719063,48.8972792,2.3719063,48.8972792,0,25405612,2012,10,24
94,10202723,56294,2.3719063,48.8972792,2.3719063,48.8972792,0,25405612,2012,10,24
95,10202724,56294,2.3719063,48.8972792,2.3751354,48.8987193,0,25405612,2012,10,24
96,5657653,55956,2.3751354,48.8987193,2.3719134,48.897281,0,25405612,2012,10,25
97,10202712,56294,2.3719134,48.897281,2.3719134,48.897281,0,25405612,2012,10,25
98,10202713,56294,2.3719134,48.897281,2.3719134,48.897281,0,25405612,2012,10,25
99,10202714,56294,2.3719134,48.897281,2.3719134,48.897281,0,25405612,2012,10,25
100,10202715,56294,2.3719134,48.897281,2.3719134,48.897281,0,25405612,2012,10,25
101,10202716,56294,2.3719134,48.897281,2.3719134,48.897281,0,25405612,2012,10,25
102,10202717,56294,2.3719134,48.897281,2.3719134,48.897281,0,25405612,2012,10,25
103,10202718,56294,2.3719134,48.897281,2.377221,48.8912228,0,25405612,2012,10,25
104,5798115,46118,2.377221,48.8912228,2.3717866,48.8870875,0,25405612,2012,10,27
105,10233051,46089,2.3717866,48.8870875,2.3597315,48.8762112,0,25405612,2012,10,31
106,8035387,58456,2.3597315,48.8762112,2.370764,48.9010479,0,25405612,2012,11,1
107,10193411,29585,2.370764,48.9010479,2.3716807,48.8988609,0,25405612,2012,11,6
108,10195822,52493,2.3716807,48.8988609,2.3716517,48.8988206,0,25405612,2012,11,6
109,10195810,36148,2.3716517,48.8988206,2.3716868,48.8988335,0,25405612,2012,11,7
110,10195811,52493,2.3716868,48.8988335,2.3716798,48.8988207,0,25405612,2012,11,7
111,10195812,36148,2.3716798,48.8988207,2.3716798,48.8988207,0,25405612,2012,11,7
112,10195813,36148,2.3716798,48.8988207,2.3716714,48.8988198,0,25405612,2012,11,7
113,10195814,36148,2.3716714,48.8988198,2.371698,48.8988352,0,25405612,2012,11,7
114,10195815,52493,2.371698,48.8988352,2.3716126,48.8988565,0,25405612,2012,11,7
115,10195816,52493,2.3716126,48.8988565,2.3716995,48.8988196,0,25405612,2012,11,7
116,10195817,36148,2.3716995,48.8988196,2.3716536,48.8988171,0,25405612,2012,11,7
117,10195818,36148,2.3716536,48.8988171,2.3716236,48.8988613,0,25405612,2012,11,7
118,10195819,52493,2.3716236,48.8988613,2.3716288,48.898853,0,25405612,2012,11,7
119,10195820,52493,2.3716288,48.898853,2.3716226,48.8988312,0,25405612,2012,11,7
120,10195821,36148,2.3716226,48.8988312,2.367361,48.8566196,0,25405612,2012,11,7
121,9880068,14010,2.367361,48.8566196,2.3699783,48.853539,0,25405612,2012,11,9
122,10140747,26406,2.3699783,48.853539,2.3787547,48.899712,0,25405612,2012,11,10
123,6004257,53076,2.3787547,48.899712,2.3718976,48.8972767,0,25405612,2012,11,14
124,10202703,56294,2.3718976,48.8972767,2.3705675,48.9011363,0,25405612,2012,11,16
125,10193267,29585,2.3705675,48.9011363,2.3718935,48.8972756,0,25405612,2012,11,17
126,10202702,56294,2.3718935,48.8972756,2.3716789,48.8988378,0,25405612,2012,11,17
127,10195809,52493,2.3716789,48.8988378,2.3717079,48.898838,0,25405612,2012,11,18
128,10195806,52493,2.3717079,48.898838,2.3717438,48.898829,0,25405612,2012,11,19
129,10195807,36148,2.3717438,48.898829,2.3717438,48.898829,0,25405612,2012,11,19
130,10195808,36148,2.3717438,48.898829,2.371892,48.8972772,0,25405612,2012,11,19
131,10202701,56294,2.371892,48.8972772,2.3750875,48.898677,0,25405612,2012,11,19
132,5657645,55956,2.3750875,48.898677,2.3718816,48.8972755,0,25405612,2012,11,22
133,10202696,56294,2.3718816,48.8972755,2.3719294,48.8972722,0,25405612,2012,11,22
134,10202697,56294,2.3719294,48.8972722,2.3718816,48.8972755,0,25405612,2012,11,22
135,10202698,56294,2.3718816,48.8972755,2.3718816,48.8972755,0,25405612,2012,11,22
136,10202699,56294,2.3718816,48.8972755,2.3718784,48.897276,0,25405612,2012,11,22
137,10202692,56294,2.3718784,48.897276,2.3719505,48.8972714,0,25405612,2012,11,25
138,10202693,56294,2.3719505,48.8972714,2.3718784,48.897276,0,25405612,2012,11,25
139,10202694,56294,2.3718784,48.897276,2.3718784,48.897276,0,25405612,2012,11,25
140,10202695,56294,2.3718784,48.897276,2.3945949,48.8982794,0,25405612,2012,11,25
141,6391132,29543,2.3945949,48.8982794,2.3608728,48.879962,0,25405612,2013,12,9
142,8140926,19498,2.3608728,48.879962,2.3645407,48.8819151,0,25405612,2014,1,18
143,8510177,19427,2.3645407,48.8819151,2.3673564,48.8818667,1,25405612,2012,10,9
144,9853933,3340,2.3673564,48.8818667,,,1,25405612,2012,11,9
145,8392931,19446,2.36307987,48.88343773,2.36307987,48.88343773,0,798445021,2012,9,30
146,8392932,19446,2.36307987,48.88343773,2.36307987,48.88343773,0,798445021,2012,9,30
147,8392933,19446,2.36307987,48.88343773,2.36307987,48.88343773,0,798445021,2012,9,30
148,8392934,19446,2.36307987,48.88343773,2.36307987,48.88343773,0,798445021,2012,9,30
149,8392935,19446,2.36307987,48.88343773,2.36307987,48.88343773,0,798445021,2012,9,30
150,8392936,19446,2.36307987,48.88343773,2.36299686,48.88347026,0,798445021,2012,9,30
151,8392937,21042,2.36299686,48.88347026,2.36299686,48.88347026,0,798445021,2012,9,30
152,8392938,21042,2.36299686,48.88347026,2.36299686,48.88347026,0,798445021,2012,9,30
153,8392939,21042,2.36299686,48.88347026,2.37168492,48.89263272,0,798445021,2012,9,30
154,10205927,28875,2.37168492,48.89263272,2.37168492,48.89263272,0,798445021,2012,9,30
155,10205928,28875,2.37168492,48.89263272,2.37168492,48.89263272,0,798445021,2012,9,30
156,10205929,28875,2.37168492,48.89263272,2.37168492,48.89263272,0,798445021,2012,9,30
157,10205930,28875,2.37168492,48.89263272,2.37168492,48.89263272,0,798445021,2012,9,30
158,10205931,28875,2.37168492,48.89263272,2.37168492,48.89263272,0,798445021,2012,9,30
159,10205932,28875,2.37168492,48.89263272,2.37168492,48.89263272,0,798445021,2012,9,30
160,10205933,28875,2.37168492,48.89263272,2.36086704,48.8804471,0,798445021,2012,9,30
161,8140262,19498,2.36086704,48.8804471,2.36257979,48.88279099,0,798445021,2013,9,10
162,8266045,19481,2.36257979,48.88279099,2.36161625,48.88077741,0,798445021,2013,9,10
163,8267851,19498,2.36161625,48.88077741,2.36239076,48.88051272,0,798445021,2013,9,10
164,8267852,19507,2.36239076,48.88051272,2.36258632,48.88255156,0,798445021,2013,9,10
165,8393861,19481,2.36258632,48.88255156,2.36257979,48.88279099,0,798445021,2013,9,10
166,8393862,19481,2.36257979,48.88279099,2.36053053,48.88028355,0,798445021,2013,9,10
167,8140615,19498,2.36053053,48.88028355,2.36257018,48.88269831,0,798445021,2013,10,7
168,8265956,19481,2.36257018,48.88269831,2.36257018,48.88269831,0,798445021,2013,10,7
169,8265957,19481,2.36257018,48.88269831,2.36257018,48.88282827,0,798445021,2013,10,7
170,8265958,19481,2.36257018,48.88282827,2.36257018,48.88272853,0,798445021,2013,10,7
171,8265959,19481,2.36257018,48.88272853,2.36257018,48.88284397,0,798445021,2013,10,7
172,8265960,19481,2.36257018,48.88284397,2.36257018,48.88284397,0,798445021,2013,10,7
173,8265961,19481,2.36257018,48.88284397,2.36257018,48.88284397,0,798445021,2013,10,7
174,8265962,19481,2.36257018,48.88284397,2.36257013,48.88270661,0,798445021,2013,10,7
175,8265963,19481,2.36257013,48.88270661,2.36257013,48.88270661,0,798445021,2013,10,7
176,8265964,19481,2.36257013,48.88270661,2.36257013,48.88270661,0,798445021,2013,10,7
177,8265965,19481,2.36257013,48.88270661,2.36257013,48.88270661,0,798445021,2013,10,7
178,8265966,19481,2.36257013,48.88270661,2.36257018,48.88281145,0,798445021,2013,10,7
179,8265967,19481,2.36257018,48.88281145,2.36257018,48.88281145,0,798445021,2013,10,7
180,8265968,19481,2.36257018,48.88281145,2.36257018,48.8828292,0,798445021,2013,10,7
181,8265969,19481,2.36257018,48.8828292,2.36257018,48.8828292,0,798445021,2013,10,7
182,8265970,19481,2.36257018,48.8828292,2.36257018,48.8828292,0,798445021,2013,10,7
183,8265971,19481,2.36257018,48.8828292,2.36257027,48.88295223,0,798445021,2013,10,7
184,8265972,19481,2.36257027,48.88295223,2.36257027,48.88295223,0,798445021,2013,10,7
185,8265973,19481,2.36257027,48.88295223,2.36257018,48.8827082,0,798445021,2013,10,7
186,8265974,19481,2.36257018,48.8827082,2.36257018,48.8827082,0,798445021,2013,10,7
187,8265975,19481,2.36257018,48.8827082,2.36257018,48.8827082,0,798445021,2013,10,7
188,8265976,19481,2.36257018,48.8827082,2.36257018,48.88275081,0,798445021,2013,10,7
189,8265977,19481,2.36257018,48.88275081,2.36234581,48.88107855,0,798445021,2013,10,7
190,8267747,19475,2.36234581,48.88107855,2.36272823,48.88227006,0,798445021,2013,10,7
191,8393849,19483,2.36272823,48.88227006,2.36307323,48.88174201,0,798445021,2013,10,7
192,8394594,19473,2.36307323,48.88174201,2.36270324,48.88184989,0,798445021,2013,10,7
193,8394595,19497,2.36270324,48.88184989,2.36270324,48.88184989,0,798445021,2013,10,7
194,8394596,19497,2.36270324,48.88184989,2.36276418,48.88145783,0,798445021,2013,10,7
195,8394597,19475,2.36276418,48.88145783,2.36288008,48.88138752,0,798445021,2013,10,7
196,8394598,19473,2.36288008,48.88138752,2.36342006,48.88120761,0,798445021,2013,10,7
197,8396102,19437,2.36342006,48.88120761,2.36265294,48.88120387,0,798445021,2013,10,7
198,8396103,19475,2.36265294,48.88120387,2.36495455,48.88076068,0,798445021,2013,10,7
199,8511553,19464,2.36495455,48.88076068,2.36495455,48.88076068,0,798445021,2013,10,7
200,8511554,19464,2.36495455,48.88076068,2.36709533,48.87908938,0,798445021,2013,10,7
201,9856856,6822,2.36709533,48.87908938,2.37772349,48.88945002,0,798445021,2013,10,7
202,5915839,21180,2.37772349,48.88945002,2.36098476,48.88132327,0,798445021,2013,10,8
203,8139837,58978,2.36098476,48.88132327,2.36116083,48.88042354,0,798445021,2013,10,8
204,8140260,19498,2.36116083,48.88042354,2.36257018,48.88275006,0,798445021,2013,10,8
205,8265955,19481,2.36257018,48.88275006,2.36199939,48.88054212,0,798445021,2013,10,8
206,8267744,19499,2.36199939,48.88054212,2.36467498,48.88159391,0,798445021,2013,10,8
207,8510639,19427,2.36467498,48.88159391,,,1,798445021,2013,9,10
